Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Description
5-fluorouracil,-0.792,1,130.078,2,1,0,65.72,-1.077,Fc1c[nH]c(=O)[nH]c1=O ,"cid is 28935,compound_name is Iodofenphos,cid_paras is 28935,Molecular_Weight is 413.00,XLogP3 is 5.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 4,Exact_Mass is 411.83536,Monoisotopic_Mass is 411.83536,Topological_Polar_Surface_Area is 59.8,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 276,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Paleyellowliquidorwhitesolid;mp=72-73or75degC;[MerckIndex]Solid;[SAX]Solid;[MSDSonline],Color/Form is COLORLESSCRYSTALS,Odor is MILDODOR,Melting_Point is 72-73°C,Density is 2.0gm/cucm@20°C"
tubercidin,-0.892,1,266.257,4,3,2,126.65,-1.95,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,"cid is 7810,compound_name is 4-Chlorotoluene,cid_paras is 7810,Molecular_Weight is 126.58,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 126.0236279,Monoisotopic_Mass is 126.0236279,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 62.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[Hawley]Colorlessliquid;mp=7-9degC;[MSDSonline],Color/Form is Colorlessliquid,Boiling_Point is 162.4°C,Melting_Point is 7.5°C,Flash_Point is 49°C,Density is 1.0697@20°C/4°C"
"1,3-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,0.81,Oc1cccc(O)c1,"cid is 30479,compound_name is Metribuzin,cid_paras is 30479,Molecular_Weight is 214.29,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 2,Exact_Mass is 214.08883226,Monoisotopic_Mass is 214.08883226,Topological_Polar_Surface_Area is 96.4,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 316,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Metribuzinisacolorlesscrystallinesolid.Usedasanherbicide.(NIOSH,2024)"",""Markup"":[{""Start"":0,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Metribuzin"",""Type"":""PubChemInternalLink"",""Extra"":""CID-30479,Color/Form is Colorlesscrytals,Odor is Weakcharacteristicodor,Boiling_Point is 132°C@2Pa,Melting_Point is 257°F(NIOSH,2024),Density is 1.31(NIOSH,2024)-Denserthanwater;willsink"",""Markup"":[{""Start"":33,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-Hexanol,-1.3969999999999998,1,102.177,1,0,4,20.23,-1.24,CCCCCCO,"cid is 16211761,compound_name is o-Cresyl m-Cresyl p-Cresyl Phosphate,cid_paras is 16211761,Molecular_Weight is 368.4,XLogP3 is 6.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 6,Exact_Mass is 368.11774614,Monoisotopic_Mass is 368.11774614,Topological_Polar_Surface_Area is 44.8,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 475,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
1-Chloropentane,-2.294,1,106.596,0,0,3,0.0,-2.73,CCCCCCl,"cid is 6184,compound_name is Hexanal,cid_paras is 6184,Molecular_Weight is 100.16,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 4,Exact_Mass is 100.088815002,Monoisotopic_Mass is 100.088815002,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 41.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Hexaldehydeappearsasaclearcolorlessliquidwithapungentodor.Flashpoint90°F.Lessdensethanwaterandinsolubleinwater.Vaporsheavierthanair."",""Markup"":[{""Start"":0,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Hexaldehyde"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6184"",Color/Form is Colorlessliquid,Odor is Characteristicfruityodor(ondilution),Boiling_Point is 262°Fat760mmHg(USCG,1999),Melting_Point is -58.2°C,Flash_Point is 90°F(USCG,1999),Density is 0.83at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"1,3-Butadiene",-1.376,1,54.09199999999999,0,0,1,0.0,-1.87,C=CC=C,"cid is 2482,compound_name is Butyl 4-aminobenzoate,cid_paras is 2482,Molecular_Weight is 193.24,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 5,Exact_Mass is 193.110278721,Monoisotopic_Mass is 193.110278721,Topological_Polar_Surface_Area is 52.3,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 174,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N-butyl-p-aminobenzoateisayellowpowder.Insolubleinwater.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":23,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/N-butyl-p-aminobenzoate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-2482"",Color/Form is Crystalsfromalc,Odor is Odorless,Boiling_Point is 343to345°Fat8mmHg(NTP,1992),Melting_Point is 136°F(NTP,1992)"
Propyl acetate,-1.125,1,102.13299999999998,0,0,2,26.3,-0.72,CCCOC(=O)C,"cid is 453974,compound_name is 3-Amino-6,9-dimethyl-pyrido(2,3-b)(1,5)benzoxazepin-5(6H)-one,cid_paras is 453974,Molecular_Weight is 255.27,XLogP3 is 1.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 0,Exact_Mass is 255.100776666,Monoisotopic_Mass is 255.100776666,Topological_Polar_Surface_Area is 68.4,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 363,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"5,6,7,8-tetrahydro-2-naphthol",-3.0860000000000003,1,148.205,1,2,0,20.23,-1.99,Oc2ccc1CCCCc1c2 ,"cid is 36982,compound_name is 2,4'-Dichlorobiphenyl,cid_paras is 36982,Molecular_Weight is 223.09,XLogP3 is 5.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 222.0003056,Monoisotopic_Mass is 222.0003056,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 173,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
chloroacetamide,-0.106,1,93.513,1,0,1,43.09,-0.02,NC(=O)CCl ,"cid is 10047045,compound_name is (2,5-Dioxo-4,4-diphenylimidazolidin-1-yl)methyl octanoate,cid_paras is 10047045,Molecular_Weight is 408.5,XLogP3 is 5.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 11,Exact_Mass is 408.20490738,Monoisotopic_Mass is 408.20490738,Topological_Polar_Surface_Area is 75.7,""Unit"":""Å²"",Heavy_Atom_Count is 30,Formal_Charge is 0,Complexity is 576,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Iodofenphos,-6.148,1,413.0,0,1,4,27.69,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,"cid is 6587,compound_name is Nitroethane,cid_paras is 6587,Molecular_Weight is 75.07,XLogP3 is 0.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 75.032028402,Monoisotopic_Mass is 75.032028402,Topological_Polar_Surface_Area is 45.8,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 37.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Nitroethaneappearsasacolorlessoilyliquidwithapleasantodor.Flashpointof82°F.Decomposesabove350°F.Density1.052g/cm3.Vaporsmuchheavierthanair.andinsolubleinwater.Vaporsmayirritateskin,eyesandmucousmembranes.Producestoxicoxidesofnitrogenduringcombustion.Usedasapropellantandasasolvent."",""Markup"":[{""Start"":0,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Nitroethane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6587"",Color/Form is Colorlessliquid,Odor is Moderatetostrongdisagreeableodor,Boiling_Point is 239°Fat760mmHg(NTP,1992),Melting_Point is -130°F(NTP,1992),Flash_Point is 106°F(NTP,1992),Density is 1.05at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
4-Chlorotoluene,-3.2969999999999997,1,126.586,0,1,0,0.0,-3.08,Cc1ccc(Cl)cc1,"cid is 41381,compound_name is Ethalfluralin,cid_paras is 41381,Molecular_Weight is 333.26,XLogP3 is 5.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 4,Exact_Mass is 333.09364042,Monoisotopic_Mass is 333.09364042,Topological_Polar_Surface_Area is 94.9,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 449,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Yellowsolidwithamildodorofamines;[HSDB]Yellowtoorangesolid;Emulsifiableconcentrate(~33%activeingredient):yellowishorangeliquid;[EFSA],Color/Form is Yellowcrystallinesolid,Odor is Faintamineodor,Boiling_Point is Decomposesat256°C,Melting_Point is 55-56°C"
Metribuzin,-2.324,1,214.294,1,1,1,73.8,-2.253,CSc1nnc(c(=O)n1N)C(C)(C)C,"cid is 12463,compound_name is 1,2,3,4-Tetrachlorobenzene,cid_paras is 12463,Molecular_Weight is 215.9,XLogP3 is 4.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 215.888111,Monoisotopic_Mass is 213.891061,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 102,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,2,3,4-tetrachlorobenzeneappearsaswhitetooff-whitecrystals.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":26,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C2%2C3%2C4-tetrachlorobenzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-12463,Color/Form is Colorlessneedles,Boiling_Point is 489°Fat760mmHg(NTP,1992),Melting_Point is 113to115°F(NTP,1992),Flash_Point is greaterthan235°F(NTP,1992),Density is 1.70kg/l"
Tricresyl phosphate,-6.39,1,368.3690000000001,0,3,6,44.760000000000005,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,"cid is 4064,compound_name is Meprobamate,cid_paras is 4064,Molecular_Weight is 218.25,XLogP3 is 0.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 8,Exact_Mass is 218.12665706,Monoisotopic_Mass is 218.12665706,Topological_Polar_Surface_Area is 105,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 212,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Meprobamateappearsasodorlesswhitecrystallinepowder.Bittertaste.Solutionsinwaterareneutralorslightlyacidic.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Meprobamate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4064"",Color/Form is Crystalsfromhotwater,Odor is Characteristicodor,Melting_Point is 219to223°F(NTP,1992)"
Caproaldehyde,-1.457,1,100.161,0,0,4,17.07,-1.3,CCCCCC=O,"cid is 1027,compound_name is 3-Hydroxypregn-5-en-20-one,cid_paras is 1027,Molecular_Weight is 316.5,XLogP3 is 4.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 316.240230259,Monoisotopic_Mass is 316.240230259,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 550,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 7,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Butamben,-3.0389999999999997,1,193.246,1,1,4,52.32,-3.082,CCCCOC(=O)c1ccc(N)cc1,"cid is 6328,compound_name is Iodomethane,cid_paras is 6328,Molecular_Weight is 141.939,XLogP3 is 1.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 141.92795,Monoisotopic_Mass is 141.92795,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 2,Formal_Charge is 0,Complexity is 2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Methyliodideappearsasacolorlessliquidthatturnsbrownonexposuretolight.Denserthanwater.Contactmayirritateskin,eyesandmucousmembranes.Verytoxicbyingestion,inhalationandskinabsorption."",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Methyl%20iodide"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6328"",Color/Form is Colorless,transparentliquid(turnsbrownonexposuretolight),Odor is Pungent,ether-likeodor.,Boiling_Point is 108.3°Fat760mmHg(NTP,1992),Melting_Point is -87.6°F(NTP,1992),Density is 2.279at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
RTI 3,-3.049,1,255.277,1,3,0,68.45,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,"cid is 2900,compound_name is 4-[2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione,cid_paras is 2900,Molecular_Weight is 281.35,XLogP3 is 0.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 3,Exact_Mass is 281.16270821,Monoisotopic_Mass is 281.16270821,Topological_Polar_Surface_Area is 83.5,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 404,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 4,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Nerol,-2.603,1,154.253,1,0,4,20.23,-2.46,CC(C)=CCC/C(C)=C\CO,"cid is 90590,compound_name is Fenfuram,cid_paras is 90590,Molecular_Weight is 201.22,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 201.078978594,Monoisotopic_Mass is 201.078978594,Topological_Polar_Surface_Area is 42.2,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 224,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"2,4'-PCB",-5.142,1,223.102,0,2,1,0.0,-5.28,Clc1ccc(cc1)c2ccccc2Cl ,"cid is 6544,compound_name is Isophorone,cid_paras is 6544,Molecular_Weight is 138.21,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 138.104465066,Monoisotopic_Mass is 138.104465066,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 187,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isophoroneappearsasaclearcolorlessliquid,withacamphor-likeodor.Lessdensethanwaterandinsolubleinwater.Boilingpoint420°F.Flashpointnear200°F.Contactirritatesskinandeyes.Toxicbyingestion.Usedasasolventandinpesticides."",""Markup"":[{""Start"":0,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isophorone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6544"",Color/Form is Water-whiteliquid,Odor is Peppermint-likeodor,Boiling_Point is 419.4°Fat760mmHg(NTP,1992),Melting_Point is 18°F(NTP,1992),Flash_Point is 184°F(NTP,1992),Density is 0.921at77°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"cid is 2479,compound_name is Butabarbital,cid_paras is 2479,Molecular_Weight is 212.25,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 212.11609238,Monoisotopic_Mass is 212.11609238,Topological_Polar_Surface_Area is 75.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 292,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Fine,white,microcrystallinepowder,Odor is Odorless,Melting_Point is 166.5,""Unit"":""°C"""
Nitroethane,-0.462,1,75.067,0,0,1,43.14,-0.22,CCN(=O)=O,"cid is 10405,compound_name is 5-Nonanone,cid_paras is 10405,Molecular_Weight is 142.24,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 6,Exact_Mass is 142.135765193,Monoisotopic_Mass is 142.135765193,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 76.7,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Di-n-butylketoneisacolorlesstolightyellowliquid.Floatsonwater.Freezingpointis21°F.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":17,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Di-n-butyl%20ketone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10405"",Color/Form is Colorlesstolightyellowliquid,Boiling_Point is 370°Fat760mmHg(USCG,1999),Melting_Point is 21°F(USCG,1999),Flash_Point is 60°C(closedcup),Density is 0.822at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Ethalfluralin,-5.063,1,333.266,0,1,6,89.51999999999998,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,"cid is 3487,compound_name is Glutethimide,cid_paras is 3487,Molecular_Weight is 217.26,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 217.110278721,Monoisotopic_Mass is 217.110278721,Topological_Polar_Surface_Area is 46.2,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 294,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is White,crystallinepowder,Melting_Point is 78-81"
