CMPD_CHEMBLID,exp,smiles,Description
CHEMBL2177621,1.2,CSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,"cid is 867425,compound_name is 3-amino-N-benzyl-4-(dimethylamino)thieno[2,3-b]pyridine-2-carboxamide,cid_paras is 867425,Molecular_Weight is 326.4,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 4,Exact_Mass is 326.12013238,Monoisotopic_Mass is 326.12013238,Topological_Polar_Surface_Area is 99.5,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 413,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL475386,1.14,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4,"cid is 70694239,compound_name is N-[4-methyl-3-[6-(4-methylpiperazin-1-yl)-4-oxoquinazolin-3-yl]phenyl]-1,3-thiazole-4-carboxamide,cid_paras is 70694239,Molecular_Weight is 460.6,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 4,Exact_Mass is 460.16814520,Monoisotopic_Mass is 460.16814520,Topological_Polar_Surface_Area is 109,""Unit"":""Å²"",Heavy_Atom_Count is 33,Formal_Charge is 0,Complexity is 757,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2325699,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,"cid is 11670791,compound_name is 2-[(6-Chloroquinolin-4-yl)methyl]-5,7-bis(cyclopropylmethyl)-3-(3-methylimidazol-4-yl)pyrazolo[3,4-d]pyrimidine-4,6-dione,cid_paras is 11670791,Molecular_Weight is 516.0,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 7,Exact_Mass is 515.1836508,Monoisotopic_Mass is 515.1836508,Topological_Polar_Surface_Area is 89.2,""Unit"":""Å²"",Heavy_Atom_Count is 37,Formal_Charge is 0,Complexity is 900,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2010845,3.3,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,"cid is 481711,compound_name is 1-hydroxy-2-phenyl-4H-2,4,1-benzodiazaborinin-3-one,cid_paras is 481711,Molecular_Weight is 238.05,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 238.0913578,Monoisotopic_Mass is 238.0913578,Topological_Polar_Surface_Area is 52.6,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 320,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL103,3.94,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"cid is 3114,compound_name is Disopyramide,cid_paras is 3114,Molecular_Weight is 339.5,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 8,Exact_Mass is 339.231062557,Monoisotopic_Mass is 339.231062557,Topological_Polar_Surface_Area is 59.2,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 409,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 94.5-95°C,Solubility is 44.9,""Unit"":""mg/L"""
CHEMBL2208428,2.34,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,"cid is 54585643,compound_name is (2R)-2-(4''-(ethylsulfonyl)-2''-methyl-5-(trifluoromethyl)biphenyl-2-yloxy)propanoic acid,cid_paras is 54585643,Molecular_Weight is 416.4,XLogP3 is 4.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 6,Exact_Mass is 416.09052936,Monoisotopic_Mass is 416.09052936,Topological_Polar_Surface_Area is 89,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 643,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1796293,2.57,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1557436,3.62,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,"cid is 3146673,compound_name is N-(1-phenylethyl)quinazolin-4-amine,cid_paras is 3146673,Molecular_Weight is 249.31,XLogP3 is 4.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 249.126597491,Monoisotopic_Mass is 249.126597491,Topological_Polar_Surface_Area is 37.8,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 275,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2031236,2.06,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,"cid is 2161,compound_name is Amlexanox,cid_paras is 2161,Molecular_Weight is 298.29,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 2,Exact_Mass is 298.09535693,Monoisotopic_Mass is 298.09535693,Topological_Polar_Surface_Area is 103,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 467,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Solubility is 1.46e-01g/L"
CHEMBL2087849,4.33,Cn1cncc1c2c3C(=O)N(CC4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67,"cid is 16049029,compound_name is 4-Hydroxy-7-{(1R)-1-hydroxy-2-[(3-{2-[2-(1-naphthyl)ethoxy]ethoxy}propyl)amino]ethyl}-1,3-benzothiazol-2(3H)-one,cid_paras is 16049029,Molecular_Weight is 482.6,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 13,Exact_Mass is 482.18754324,Monoisotopic_Mass is 482.18754324,Topological_Polar_Surface_Area is 125,""Unit"":""Å²"",Heavy_Atom_Count is 34,Formal_Charge is 0,Complexity is 626,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1235773,2.55,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL339051,2.78,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL168899,1.4,OB1N(C(=O)Nc2ccccc12)c3ccccc3,"cid is 1148,compound_name is DL-Tryptophan,cid_paras is 1148,Molecular_Weight is 204.22,XLogP3 is -1.1,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 204.089877630,Monoisotopic_Mass is 204.089877630,Topological_Polar_Surface_Area is 79.1,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 245,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is D(+)-tryptophanisawhitesolid.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":15,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/D%28%2B%29-tryptophan"",""Type"":""PubChemInternalLink"",""Extra"":""multiple-CIDs,Boiling_Point is 289.00to291.00°C.@760.00mmHg,Melting_Point is 527to540°F(NTP,1992),Solubility is 1to5mg/mLat75°F(NTP,1992)"
CHEMBL517,-0.54,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,"cid is 46926544,compound_name is 4-[(1r,2r)-2-{[(5-Fluoro-1h-Indol-2-Yl)carbonyl]amino}-2,3-Dihydro-1h-Inden-1-Yl]butanoic Acid,cid_paras is 46926544,Molecular_Weight is 380.4,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 6,Exact_Mass is 380.15362070,Monoisotopic_Mass is 380.15362070,Topological_Polar_Surface_Area is 82.2,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 586,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL578288,2.91,NC(=NC#N)c1sc(Nc2ccccc2)nc1N,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1778648,-0.4,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F,"cid is 57401369,compound_name is 1-cyclopentyl-N-[(2S)-3,3-dimethylbutan-2-yl]-3-methyl-5-[(4-methylphenyl)sulfonylamino]pyrazole-4-carboxamide,cid_paras is 57401369,Molecular_Weight is 446.6,XLogP3 is 5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 7,Exact_Mass is 446.23516213,Monoisotopic_Mass is 446.23516213,Topological_Polar_Surface_Area is 102,""Unit"":""Å²"",Heavy_Atom_Count is 31,Formal_Charge is 0,Complexity is 716,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1778635,-0.16,OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1234354,2.2,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,"cid is 71584541,compound_name is N-(2-methoxyethyl)-3-[(6-pyridin-4-ylquinazolin-2-yl)amino]benzamide,cid_paras is 71584541,Molecular_Weight is 399.4,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 7,Exact_Mass is 399.16952493,Monoisotopic_Mass is 399.16952493,Topological_Polar_Surface_Area is 89,""Unit"":""Å²"",Heavy_Atom_Count is 30,Formal_Charge is 0,Complexity is 542,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1550278,3.4,CC(Nc1ncnc2ccccc12)c3ccccc3,"cid is 57398254,compound_name is 1-methyl-5-[(4-methylphenyl)sulfonylamino]-N-pentan-3-ylpyrazole-4-carboxamide,cid_paras is 57398254,Molecular_Weight is 364.5,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 7,Exact_Mass is 364.15691181,Monoisotopic_Mass is 364.15691181,Topological_Polar_Surface_Area is 102,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 537,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1096,1.1,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,"cid is 49865919,compound_name is 3-[[(1S,5R)-8-benzyl-8-azabicyclo[3.2.1]octan-3-yl]oxy]-5-fluorobenzamide,cid_paras is 49865919,Molecular_Weight is 354.4,XLogP3 is 3.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 354.17435614,Monoisotopic_Mass is 354.17435614,Topological_Polar_Surface_Area is 55.6,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 482,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1807822,2.28,O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,"cid is 23056,compound_name is 3-Quinuclidinyl benzilate,cid_paras is 23056,Molecular_Weight is 337.4,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 337.16779360,Monoisotopic_Mass is 337.16779360,Topological_Polar_Surface_Area is 49.8,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 442,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 3-quinuclidinylbenzilateisacolorlessliquid,odorlesstofruity."",""Markup"":[{""Start"":0,""Length"":25,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/3-quinuclidinyl%20benzilate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-23056,Color/Form is Crystallinesolid,Odor is Slightbenzenesmell,Melting_Point is 164°C,Solubility is Stableinmostsolvents...solubleinpropyleneglycol,DMSO,andothersolvents."",""Markup"":[{""Start"":39,""Length"":16,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/propylene%20glycol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1030"",Density is Decompositionpointbeginsat170°C.Completein2hoursat200°C.Rateofhydrolysis:25°CatpH7.0,about4weeks;atpH9,16days,16hours;atpH13,1.8minutes.Solidbulkdensity:0.51g/cucm"
CHEMBL1310086,3.47,COc1ccccc1Cn2c(C)nc3ccccc23,"cid is 15992306,compound_name is 3-[(5-bromo-2-thienyl)sulfonyl]-N-(o-tolyl)propionamide,cid_paras is 15992306,Molecular_Weight is 388.3,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 386.95985,Monoisotopic_Mass is 386.95985,Topological_Polar_Surface_Area is 99.9,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 463,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL373364,3.0,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc4ccccc4F)c2)nc1,"cid is 44563112,compound_name is 4-(5-fluoro-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)pyrimidin-2-ylamino)-N,N-dimethylbenzamide,cid_paras is 44563112,Molecular_Weight is 382.4,XLogP3 is 2.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 5,Exact_Mass is 382.19173754,Monoisotopic_Mass is 382.19173754,Topological_Polar_Surface_Area is 75.9,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 525,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL484901,-1.17,NC(Cc1c[nH]c2ccccc12)C(=O)O,"cid is 18673160,compound_name is 4-(3-methoxyphenyl)-2-phenyl-1H-imidazole,cid_paras is 18673160,Molecular_Weight is 250.29,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 250.110613074,Monoisotopic_Mass is 250.110613074,Topological_Polar_Surface_Area is 37.9,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 278,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1233652,1.95,OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,"cid is 222171,compound_name is 2-Phenoxyacetophenone,cid_paras is 222171,Molecular_Weight is 212.24,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 4,Exact_Mass is 212.083729621,Monoisotopic_Mass is 212.083729621,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 213,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2059196,-0.99,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,"cid is 44571221,compound_name is 4-(2,4-Difluorophenylamino)-6-(2-(dimethylamino)ethylamino)-7-methoxyquinoline-3-carboxamide,cid_paras is 44571221,Molecular_Weight is 415.4,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 8,Exact_Mass is 415.18198132,Monoisotopic_Mass is 415.18198132,Topological_Polar_Surface_Area is 92.5,""Unit"":""Å²"",Heavy_Atom_Count is 30,Formal_Charge is 0,Complexity is 570,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1934414,2.0,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,"cid is 57385877,compound_name is US9918985, Example 20t Isomer 2,cid_paras is 57385877,Molecular_Weight is 369.5,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 4,Exact_Mass is 369.24162724,Monoisotopic_Mass is 369.24162724,Topological_Polar_Surface_Area is 69.2,""Unit"":""Å²"",Heavy_Atom_Count is 27,Formal_Charge is 0,Complexity is 621,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1415894,3.8,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,"cid is 19077516,compound_name is (3-Chloro-4-fluoro-phenyl)-[7-methoxy-6-(3-pyrrolidin-1-yl-propoxy)-quinazolin-4-yl]-amine,cid_paras is 19077516,Molecular_Weight is 430.9,XLogP3 is 5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 8,Exact_Mass is 430.1571819,Monoisotopic_Mass is 430.1571819,Topological_Polar_Surface_Area is 59.5,""Unit"":""Å²"",Heavy_Atom_Count is 30,Formal_Charge is 0,Complexity is 527,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
