smiles,FDA_APPROVED,CT_TOX,PubchemCID,pos
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,1,0,21677759,9.09090909090809e-06 -4.545454545443952e-06 4.5418214643756407e-17
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,1,0,21677760,8.69565217385416e-06 -4.827056628805028e-17 -3.80130709518396e-17
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O,1,0,41097873,4.761904761925384e-06 -4.761904761872517e-06 -9.52380952375032e-06
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC,1,0,11861720,-4.545454545443952e-06 4.5454545455045095e-06 -4.545454545425027e-06
C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,1,0,22525422,5.263157894794695e-06 2.337311630789803e-17 -5.263157894712889e-06
C[NH+]1CCC(C1)CN2c3ccccc3Sc4c2cccc4,1,0,24848360,0.0 -1.4285714285723286e-05 5.9476233462061954e-18
C[NH+]1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,1,0,5243870,-9.090909090968648e-06 9.09090909090809e-06 4.5454545454742306e-06
C[NH+]1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1,1,0,4141783,4.545454545595346e-06 2.0185873175002847e-17 -4.5454545454578295e-06
C[NH+]1CCC(=C2c3ccccc3CCc4c2nccc4)CC1,1,0,0,
C[NH+]1CCC(=C2c3ccccc3CCn4c2[nH+]cc4C=O)CC1,1,0,0,
C[NH+]1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,1,0,40467354,3.3333333336216244e-06 -3.3333333333773752e-06 -6.666666666643728e-06
C[NH+]1CCC(CC1)OC(c2ccccc2)c3ccccc3,1,0,3668575,4.76190476185137e-06 9.523809523829621e-06 5.28677630773884e-18
C[NH+]1CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)O)(C)C)OC,1,0,452970,6.666666666631392e-06 2.2222222221874374e-06 4.444444444453823e-06
C[NH+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,1,0,6931310,4.4408920985006264e-17 -5.000000000021654e-06 5.000000000013327e-06
C[NH+]1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4,1,0,40467035,7.407407407291457e-06 1.111111111113456e-05 0.0
C[NH+]1CCC[C@H]1c2cccnc2,1,0,6919000,7.401486830834377e-17 -8.333333333355545e-06 8.333333333337042e-06
C[NH+]1CCCC(C1)CC2c3ccccc3Sc4c2cccc4,1,0,74937900,
C[NH+]1CCCC(CC1)n2c(=O)c3ccccc3c(n2)Cc4ccc(cc4)Cl,1,0,24848191,3.7037037035963855e-06 9.868649107779169e-17 1.1111111111120166e-05
C[NH+]1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)S(=O)C,1,0,0,
C[NH+]1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)SC,1,0,74652198,
C[NH+]1CCN(CC1)C(c2ccccc2)c3ccccc3,1,0,28079592,2.220446049250313e-16 -4.999999999966143e-06 4.999999999985571e-06
C[NH+]1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,1,0,6957644,-3.703703703826654e-06 -7.407407407357249e-06 -3.7037037037125476e-06
C[NH+]1CCN(CC1)C2=[NH+]c3cc(ccc3Nc4c2cccc4)Cl,1,0,0,
C[NH+]1CCN(CC1)C2=[NH+]c3ccccc3Oc4c2cc(cc4)Cl,1,0,0,
C[NH+]1CCN(CC1)CC/C=C\2/c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,1,0,0,
C[NH+]1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,1,0,28167162,3.5714285715392002e-06 0.0 -7.142857142866269e-06
C[NH+]1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl,1,0,28360864,4.0000000000262045e-06 7.999999999945828e-06 -4.00000000000067e-06
C[NH+]1CCN2c3c(cccn3)Cc4ccccc4C2C1,1,0,75682717,
C[NH2+]/C(=C\[N+](=O)[O-])/NCCSCc1ccc(o1)C[NH+](C)C,1,0,0,
C[NH2+][C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,1,0,25272025,-5.555555555641294e-06 5.555555555493265e-06 1.1111111111148437e-05
C[NH2+][C@H]1CC[C@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,1,0,1616961,-9.999999999932286e-06 -3.6255720647915266e-17 -1.196959198423997e-17
C[NH2+]C1(CCCCC1=O)c2ccccc2Cl,1,0,5112454,1.2499999999887601e-05 -1.250000000001944e-05 -6.249999999995842e-06
C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,1,0,6999109,7.692307692289765e-06 0.0 7.692307692327128e-06
C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,1,0,6920143,-7.692307692289765e-06 2.3076923076920535e-05 -7.692307692311116e-06
C[NH2+]C[C@@H](c1cccc(c1)O)O,1,0,6926378,-8.33333333335092e-06 -2.7755575615628914e-17 8.333333333374049e-06
C[NH2+]CC[C@@H](c1cccs1)Oc2cccc3c2cccc3,1,0,24848260,4.229421046191072e-17 4.761904761893664e-06 -4.761904761916133e-06
C[NH2+]CCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F,1,0,15940193,1.3636363636533714e-05 -9.090909090871503e-06 9.090909090913136e-06
C[NH2+]CCCC12CCC(c3c1cccc3)c4c2cccc4,1,0,1548977,-4.761904761893664e-06 -4.761904761925384e-06 -4.76190476192935e-06
C[NH2+]CCCC1c2ccccc2C=Cc3c1cccc3,1,0,5230726,9.999999999976694e-06 -1.5000000000020553e-05 -1.500000000000598e-05
C[NH2+]CCCN1c2ccccc2CCc3c1cccc3,1,0,1548958,8.881784197001253e-17 9.999999999998898e-06 -1.000000000000445e-05
CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,1,0,0,
CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/C2)O)O,1,0,0,
CC#CCn1c2c(nc1N3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,1,0,0,
CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)[O-])Cc2ccccc2)C,1,0,25271954,3.8616453030440226e-17 7.723290606088045e-17 -4.34782608696087e-06
CC(C(C)(C)C)/N=C(\NC#N)/Nc1cc[nH+]cc1,1,0,0,
CC(C(c1cc(ccc1OC)OC)O)[NH3+],1,0,78423099,-6.6666666667991595e-06 1.3333333333272654e-05 6.6666666666529794e-06
CC(C(=O)[O-])O,1,0,91435,1.666666666664633e-05 3.3333333333375924e-05 -3.333333333333313e-05
CC(C(=O)c1cccc(c1)Cl)[NH2+]C(C)(C)C,1,0,24849133,-1.6653345369377348e-16 6.2499999999819644e-06 -6.250000000020128e-06
CC(C(=O)NCC(=O)[O-])S,1,0,78423821,0.0 -1.0000000000010001e-05 -1.0000000000001675e-05
CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)N/C(=C\4/C(=C5C(=NC4=O)C=CC=C5F)N)/N3.O,0,1,0,
CC(C)([C@H](C(=O)[O-])[NH3+])S,1,0,6926437,0.0 0.0 1.1111111111098877e-05
CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2,1,0,0,
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,0,1,0,
CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,0,1,0,
CC(C)(C(=O)[O-])O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],1,0,0,
CC(C)(C(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,1,0,6919014,-1.3636363636170369e-05 9.090909090887903e-06 4.545454545433859e-06
CC(C)(C(=O)NCCS(=O)(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,1,0,3086319,3.571428571769175e-06 7.142857142951518e-06 -1.071428571428156e-05
CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,1,1,148192,
CC(C)(C)[NH2+]C[C@@H](c1ccc(c(c1)CO)O)O,1,0,6919099,5.882352941215007e-06 1.3061447348531253e-17 1.3061447348531253e-17
CC(C)(C)[NH2+]C[C@@H](COc1c(nsn1)N2CCOCC2)O,1,0,6919026,4.7619047619994e-06 4.229421046191072e-17 1.7182023000151233e-17
CC(C)(C)[NH2+]C[C@@H](COc1cccc2c1CCCC2=O)O,1,0,24848269,-4.7619047619994e-06 6.344131569286608e-17 5.2867763077388404e-17
CC(C)(C)[NH2+]C[C@@H](COc1ccccc1C2CCCC2)O,1,0,24848402,4.761904761872517e-06 -4.761904761914811e-06 -4.761904761861943e-06
CC(C)(C)[NH2+]CC(c1cc(cc(c1)O)O)O,1,0,5252031,0.0 -2.0816681711721685e-17 -1.2500000000016838e-05
CC(C)(C)[NH2+]CC(c1ccc(c(c1)CO)O)O,1,0,5112745,5.224578939412501e-17 5.882352941175823e-06 3.918434204559376e-17
CC(C)(C)[NH2+]CC(c1ccc(c(n1)CO)O)O,1,0,0,
CC(C)(C)[NH2+]CC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O,1,0,0,
CC(C)(C)[NH2+]CC(COc1cccc2c1CCC(=O)N2)O,1,0,5249877,-2.114710523095536e-17 6.344131569286608e-17 -3.172065784643304e-17
CC(C)(C)[NH2+]CC(=O)Nc1cc(c2c(c1[O-])C(=O)C3=C([C@]4([C@@H](C[C@@H]3C2)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])N(C)C,1,0,0,
CC(C)(C)C#C/C=C/C[NH+](C)Cc1cccc2c1cccc2,1,0,0,
CC(C)(C)C(=O)Oc1ccc(cc1OC(=O)C(C)(C)C)C(C[NH2+]C)O,1,0,71464652,3.999999999919623e-06 3.999999999990677e-06 -8.881784197001253e-18
CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,1,1,60871,4.244970388272657e-17 2.9411764706401573e-06 2.941176470581381e-06
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C,1,0,4912,-8.571428571433972e-06 5.714285714272397e-06 -2.8571428571488864e-06
CC(C)(C)c1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)OC,1,0,51040,-4.347826086676074e-06 -1.3043478260839166e-05 0.0
CC(C)(C)c1ccc(cc1)C[NH+]2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl,1,0,74548901,-9.677419354973736e-06 6.451612903124818e-06 9.677419354841224e-06
CC(C)(C)c1ccc(cc1)S(=O)(=O)[N-]c2c(c(nc(n2)c3ncccn3)OCCO)Oc4ccccc4OC,1,0,91931778,5.128205128261498e-06 -2.56410256416491e-06 1.0256410256446134e-05
CC(C)(C)CC(C)(C)c1ccc(cc1)O,1,0,8814,1.1842378929335003e-16 5.181040781584064e-17 1.1564823173178714e-17
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,1,0,23238238,
CC(C)(C)NC(=O)[C@@H]1CN(CC[NH+]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5,1,0,0,
CC(C)(c1ccc(cc1)C(CCC[NH+]2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)[O-],1,0,74685737,5.4054054055848466e-06 -2.702702702780421e-06 -3.00060276925718e-18
CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)[O-])O,1,0,0,
CC(C)(c1cccnc1)C(=O)c2cccnc2,1,0,4174,5.882352941136638e-06 -1.1764705882286338e-05 1.3061447348531253e-17
CC(C)(Cc1ccc(cc1)Cl)[NH3+],1,0,4119106,-1.666666666666483e-05 2.4999999999976908e-05 -8.333333333334728e-06
CC(C)(Cc1ccccc1)[NH2+]C,1,0,40716257,7.401486830834377e-17 8.33333333332143e-06 8.333333333330103e-06
CC(C)(Cc1ccccc1)[NH3+],1,0,23290315,-9.090909091009019e-06 1.7184604433895245e-17 9.090909090903043e-06
CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O,1,0,167945,6.666666666739948e-06 -6.666666666643728e-06 -1.3333333333354069e-05
CC(C)(CO)[C@H](C(=O)NCCCO)O,1,0,131204,3.172065784643304e-17 -2.1428571428596826e-05 -1.4285714285704782e-05
CC(C)/[NH+]=C(\N)/[NH+]=C(\N)/Nc1ccc(cc1)Cl,1,0,0,
CC(C)/N=c/1\cc-2n(c3ccccc3nc2cc1Nc4ccc(cc4)Cl)c5ccc(cc5)Cl,1,0,0,
CC(C)[C@@H](C(=O)OCC(CO)OCn1cnc2c1[nH]c(nc2=O)N)[NH3+],1,0,135920972,-7.999999999990237e-06 -7.999999999981355e-06 -4.000000000004e-06
CC(C)[C@@H](C(=O)OCCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],1,0,135920970,5.792467954566034e-17 -1.3043478260839166e-05 -4.347826086936735e-06
CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,0,1,135398742,1.30434782609164e-05 4.347826086965697e-06 -4.347826086946389e-06
CC(C)[C@@H](Cc1ccc(c(c1)OCCCOC)OC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)[NH3+],1,0,24917002,
CC(C)[C@]1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)N[C@H]4CC(=O)O[C@@]4(CF)O,0,1,11633038,6.6666666671544306e-06 6.6666666667325455e-06 -3.333333333330191e-06
CC(C)[N+](C)(CCC(c1ccccc1)(c2ccccc2)C(=O)N)C(C)C,1,0,3775,-3.416070845000482e-17 7.692307692306845e-06 2.5620531337503614e-17
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3c1cccc3)C(C)C,1,0,4934,-2.631639762074445e-16 3.289549702593056e-17 4.11193712824132e-18
CC(C)[N+]1([C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3)C,1,0,43232,1.2500000000063386e-05 -3.700743415417188e-17 -4.1666666666870245e-06
CC(C)[NH+](CCC(c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,1,0,74652197,-3.999999999928505e-06 3.999999999937387e-06 -3.999999999959591e-06
CC(C)[NH+]1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4cncn4)c5ccc(cc5Cl)Cl,1,0,0,
CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],1,0,0,
CC(C)[NH2+]C[C@@H](COc1ccc(cc1)CCOCC2CC2)O,1,0,24849134,-4.545454545399165e-06 2.0185873175002847e-17 -3.027880976250427e-17
CC(C)[NH2+]CC(c1cc(cc(c1)O)O)O,1,0,44267026,-1.1842378929335003e-16 6.666666666643728e-06 -1.3333333333331865e-05
CC(C)[NH2+]CC(c1ccc(c(c1)O)O)O,1,0,3931172,-6.666666666680735e-06 -6.666666666665932e-06 -1.3333333333331865e-05
CC(C)[NH2+]CC(c1ccc(cc1)NS(=O)(=O)C)O,1,0,21580808,5.555555555542608e-06 1.2335811384723961e-17 -5.555555555579615e-06
CC(C)[NH2+]CC(COc1ccc(cc1)CC(=O)N)O,1,0,78422671,1.4023869784738819e-16 3.5059674461847047e-17 -2.921639538487254e-17
CC(C)[NH2+]CC(COc1ccc(cc1)CCC(=O)OC)O,1,0,74441072,4.761904761893664e-06 -8.458842092382145e-17 4.761904761893664e-06
CC(C)[NH2+]CC(COc1ccc(cc1)CCOC)O,1,0,74652199,-5.2631578950050535e-06 0.0 1.0526315789495899e-05
CC(C)[NH2+]CC(COc1ccc(cc1)CCOCC2CC2)O,1,0,44276024,-9.090909090805269e-06 -4.5454545453733015e-06 -4.545454545443952e-06
CC(C)[NH2+]CC(COc1ccc(cc1)COCCOC(C)C)O,1,0,24848204,-4.347826086907772e-06 -8.695652173892778e-06 4.347826086941562e-06
CC(C)[NH2+]CC(COc1cccc2c1cc[nH]2)O,1,0,78423074,-1.666666666670184e-05 5.555555555542608e-06 6.1679056923619804e-18
CC(C)[NH2+]CC(COc1cccc2c1cccc2)O,1,0,5102582,-5.263157894794695e-06 -5.263157894783009e-06 5.263157894689516e-06
CC(C)[NH2+]CC(COc1ccccc1OCC=C)O,1,0,24848367,-1.6653345369377348e-16 5.263157894654456e-06 0.0
CC(C)[NH2+]CC1CCc2cc(c(cc2N1)[N+](=O)[O-])CO,1,0,74441087,-5.000000000121574e-06 -5.0000000000161025e-06 -5.551115123125783e-18
CC(C)[NH2+]CCCC1(c2ccccc2-c3c1cccc3)C(=O)N,1,0,86308574,8.695652173815544e-06 4.347826086941562e-06 8.695652173796237e-06
CC(C)C(CCC[NH+](C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC,1,0,0,
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],1,0,3397,-4.674623261579606e-17 -5.2631578947012025e-06 -5.2631578947326104e-06
CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)[O-],1,0,154058014,-1.3043478261109481e-05 -4.347826086883637e-06 8.69565217392174e-06
CC(C)C(=O)Oc1ccc(cc1[C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)CO,1,0,36688251,9.99999999990268e-06 -3.333333333221944e-06 -3.3333333334291857e-06
CC(C)c1c(c(c(c(n1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c2ccc(cc2)F)COC,1,0,0,
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)[O-])O)O)c2ccc(cc2)F)c3ccccc3)C(=O)Nc4ccccc4,1,0,17589822,-2.4390243903898584e-06 1.2195121951169428e-05 -2.4390243902490497e-06
CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O,1,0,0,
CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)[O-],1,0,29920852,1.3636363636291485e-05 4.545454545443952e-06 -9.090909090897995e-06
CC(C)c1cccc(c1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C(C)C,1,0,25271790,-8.000000000016883e-06 -7.999999999963592e-06 -1.7763568394002505e-17
CC(C)c1cccc(c1O)C(C)C,1,0,4943,7.692307692327316e-06 -7.692307692289765e-06 -1.695108396597529e-18
CC(C)c1cccc(c1OCOP(=O)([O-])[O-])C(C)C,1,0,4136526,5.263157894444098e-06 1.406039027896991e-17 -1.6069017461679898e-17
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,1,0,392622,
CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,0,1,11556711,
CC(C)C[C@@H](C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5c[nH]c6c5cccc6)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H]8CCC(=O)N8,1,0,0,
CC(C)C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6,1,0,638792,
CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,0,1,5311128,
CC(C)C[C@@H](CC(=O)[O-])C[NH3+],1,0,25271887,9.090909090928276e-06 0.0 9.090909090912505e-06
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4C[NH+]([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O,1,0,15940189,2.325581395467349e-06 4.6511627906042135e-06 2.325581395325344e-06
CC(C)CC(C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CO)NC(=O)C(Cc3c[nH]c4c3cccc4)NC(=O)C(Cc5cnc[nH]5)NC(=O)C6CCC(=O)N6,1,0,0,
CC(C)CC(C(=O)NC(CCCNC(=[NH2+])N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc4ccc(cc4)O)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6c5cccc6)NC(=O)C(Cc7c[nH]cn7)NC(=O)C8CCC(=O)N8,1,0,0,
CC(C)CC(C1(CCC1)c2ccc(cc2)Cl)[NH+](C)C,1,0,4978638,1.0526315789519272e-05 -1.0526315789507584e-05 1.8990657000167152e-17
CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,1,0,2481,-6.249999999985434e-06 -1.2500000000026379e-05 1.2500000000002093e-05
CC(C)CC1C[NH+]2CCc3cc(c(cc3C2CC1=O)OC)OC,1,0,73131272,3.8616453030440226e-17 8.695652173822785e-06 8.69565217387347e-06
CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],1,0,3326923,-1.9999999999923782e-05 -6.666666666717743e-06 -1.1102230246251566e-17
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)c3ccc(cc3)N,1,0,65016,2.8571428571869512e-06 -2.857142857263081e-06 2.857142857133026e-06
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)c3ccc(cc3)N,1,0,59904988,-7.692307692335312e-06 2.564102564119362e-06 2.2773805633336544e-17
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,1,0,213039,4.674623261579606e-17 -7.894736842002137e-06 1.3157894736823126e-05
CC(C)Cn1cnc2c1c3ccccc3nc2N,1,0,57469,2.4671622769447922e-17 -5.555555555641294e-06 1.1111111111103624e-05
CC(C)CNCC1=CC=C(C=C1)C2=CC=CC=C2S(=O)(=O)N3CCCC3,0,1,44599828,3.846153846281525e-06 3.846153846230284e-06 3.846153846157692e-06
CC(C)COC(=O)NCCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N,1,0,0,
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)[NH+]3CCCC3,1,0,24848222,-3.7037037039911312e-06 1.1111111111019425e-05 -7.407407407357249e-06
CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)[O-])O)O)c3ccc(cc3)F,1,0,0,
CC(C)NC(=O)c1ccc(cc1)CNNC,1,0,4915,6.250000000096456e-06 0.0 6.249999999992373e-06
CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(ccc4[nH]3)NS(=O)(=O)C,1,0,5625,-1.1102230246251565e-16 -3.1249999998955724e-06 3.1249999999719003e-06
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,0,1,4946,-5.2631578947245755e-06 -4.674623261579606e-17 -5.843279076974508e-18
CC(C)O,1,0,3776,0.0 0.0 2.4999999999990308e-05
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,1,0,3339,8.000000000194517e-06 7.999999999981355e-06 -1.2000000000002426e-05
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COc2cccc(c2)C(F)(F)F)O)O)O,1,0,0,
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCc2ccccc2)O)O)O,1,0,0,
CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/c3csc(n3)N)COC,1,0,0,
CC(C)OP(=O)(OC(C)C)F,1,0,5936,9.090909090928276e-06 6.055761952500853e-17 -1.0092936587501423e-17
CC(C12CC3CC(C1)CC(C3)C2)[NH3+],1,0,4921934,-2.3076923076937614e-05 1.708035422500241e-17 -7.69230769231325e-06
CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCC[NH3+])Cc2c[nH]c3c2cccc3)Cc4ccccc4)NC(=O)C(Cc5ccccc5)[NH3+])C(=O)NC(CO)C(C)O)O,1,0,0,
CC(c1cc2ccccc2s1)N(C(=O)N)O,1,0,60490,1.2499999999859845e-05 -6.249999999971556e-06 -3.469446951953614e-18
CC(c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],1,0,19601131,-5.555555555690637e-06 -5.555555555525646e-06 0.0
CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)[NH2+]C)O)[NH3+])[NH3+])[NH3+])[NH2+]C,1,0,25202821,
CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)[O-],1,0,78423105,-4.9343245538895844e-17 1.2335811384723961e-17 0.0
CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)[O-],1,0,22450077,-5.263157894584337e-06 5.263157894747949e-06 -5.263157894759636e-06
CC(c1cccc(c1)Oc2ccccc2)C(=O)[O-],1,0,4634922,2.4671622769447922e-17 5.555555555616623e-06 5.555555555545692e-06
CC(c1ccccc1)(c2ccccn2)OCC[NH+](C)C,1,0,3862645,-1.0000000000021104e-05 5.000000000032756e-06 -9.999999999982245e-06
CC(C[N+](C)(C)C)OC(=O)C,1,0,1993,9.090909090928276e-06 2.0185873175002847e-17 -2.0185873175002847e-17
