iupac,smiles,expt,calc,Description
cycloheptanol,C1CCCC(CC1)O,-5.48,-4.345,"cid is 76122,compound_name is Methyl cyclopropanecarboxylate,cid_paras is 76122,Molecular_Weight is 100.12,XLogP3 is 0.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 100.052429494,Monoisotopic_Mass is 100.052429494,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 84.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
methyl cyclopropanecarboxylate,COC(=O)C1CC1,-4.1,-3.604,"cid is 6386,compound_name is tert-Butanol,cid_paras is 6386,Molecular_Weight is 74.12,XLogP3 is 0.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 74.073164938,Monoisotopic_Mass is 74.073164938,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 25.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Tert-butylalcoholisacolorlessoilyliquidwithasharpalcoholodor.Floatsandmixeswithwater.Producesirritatingvapor.Freezingpointis78°F.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Tert-butyl%20alcohol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6386"",Color/Form is Acolorlessliquid,whichformsrhombiccrystalsmeltingat25to25.5°C,Odor is Camphor-likeodor,Boiling_Point is 180°Fat760mmHg(NTP,1992),Melting_Point is 77.9°F(NTP,1992),Flash_Point is 52°F(NTP,1992),Solubility is greaterthanorequalto100mg/mLat70°F(NTP,1992),Density is 0.78at78.8°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":47,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
benzonitrile,c1ccc(cc1)C#N,-4.1,-3.238,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
pentanenitrile,CCCCC#N,-3.52,-2.147,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
2-methylpropan-2-ol,CC(C)(C)O,-4.47,-3.288,"cid is 6228,compound_name is N,N-Dimethylformamide,cid_paras is 6228,Molecular_Weight is 73.09,XLogP3 is -1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 73.052763847,Monoisotopic_Mass is 73.052763847,Topological_Polar_Surface_Area is 20.3,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 33.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N,n-dimethylformamideappearsasawater-whiteliquidwithafaintfishyodor.Flashpoint136°F.Slightlylessdensethanwater.Vaporsheavierthanair.Toxicbyinhalationorskinabsorption.Mayirritateeyes."",""Markup"":[{""Start"":0,""Length"":21,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/N%2Cn-dimethylformamide"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6228"",Color/Form is Colorlesstoveryslightlyyellowliquid,Odor is Fishyodor,Boiling_Point is 300to313°Fat760mmHg(NTP,1992),Melting_Point is -78°F(NTP,1992),Flash_Point is 153°F(NTP,1992),Solubility is greaterthanorequalto100mg/mLat72°F(NTP,1992),Density is 0.95at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)C,-2.74,-2.629,"cid is 7809,compound_name is P-Xylene,cid_paras is 7809,Molecular_Weight is 106.16,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 106.078250319,Monoisotopic_Mass is 106.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 48.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is P-xyleneappearsasacolorlesswateryliquidwithasweetodor.Lessdensethanwater.Insolubleinwater.Irritatingvapor.Freezingpointis56°F.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/P-xylene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7809"",Color/Form is Colorlessplatesorprismsatlowtemp,Odor is Sweet,Boiling_Point is 280.9°Fat760mmHg(NTP,1992),Melting_Point is 55.9°F(NTP,1992),Flash_Point is 81°F(NTP,1992),Solubility is Insoluble.(NTP,1992),Density is 0.861at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
propanal,CCC=O,-3.43,-3.148,"cid is 11587,compound_name is 1,4-Pentadiene,cid_paras is 11587,Molecular_Weight is 68.12,XLogP3 is 2.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 68.062600255,Monoisotopic_Mass is 68.062600255,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 29.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,4-pentadieneappearsasacolorlessliquid.Lessdensethanwaterandinsolubleinwater.Hencefloatsonwater.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C4-pentadiene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-11587"",Boiling_Point is 78.8°Fat760mmHg(USCG,1999),Melting_Point is -234.9°F(USCG,1999),Flash_Point is 40°F(USCG,1999),Density is 0.6608at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":47,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"N,N-dimethylformamide",CN(C)C=O,-7.81,-6.932,"cid is 4044,compound_name is Mefenamic Acid,cid_paras is 4044,Molecular_Weight is 241.28,XLogP3 is 5.1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 241.110278721,Monoisotopic_Mass is 241.110278721,Topological_Polar_Surface_Area is 49.3,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 292,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is CRYSTALS,Melting_Point is 230-231°C,Solubility is >36.2[ug/mL](ThemeanoftheresultsatpH7.4)"
p-xylene,Cc1ccc(cc1)C,-0.8,-0.658,"cid is 11916,compound_name is N,N-Dimethylbenzamide,cid_paras is 11916,Molecular_Weight is 149.19,XLogP3 is 0.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 149.084063974,Monoisotopic_Mass is 149.084063974,Topological_Polar_Surface_Area is 20.3,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 137,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Whitecrystallinesolid;[AlfaAesarMSDS]"
"penta-1,4-diene",C=CCC=C,0.93,2.357,"cid is 8021,compound_name is Diethylamine,cid_paras is 8021,Molecular_Weight is 73.14,XLogP3 is 0.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 2,Exact_Mass is 73.089149355,Monoisotopic_Mass is 73.089149355,Topological_Polar_Surface_Area is 12,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 11.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Diethylamineappearsasaclearcolorlessliquidwithanammonia-likeodor.Density5.9lb/gal.Flashpoint-15°F.Arespiratoryirritant.Corrosivetotheeyesandskin.Vaporsheavierthanair.Toxicoxidesofnitrogenproducedduringcombustion."",""Markup"":[{""Start"":0,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Diethylamine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8021"",Color/Form is Colorlessliquid,Odor is Fishy,ammonia-likeodor,Boiling_Point is 131.9°Fat760mmHg(NTP,1992),Melting_Point is -58°F(NTP,1992),Flash_Point is -20°F(NTP,1992),Solubility is greaterthanorequalto100mg/mLat63°F(NTP,1992),Density is 0.708at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"2-(2,3-dimethylphenyl)aminobenzoic acid",Cc1cccc(c1C)Nc2ccccc2C(=O)O,-6.78,-7.665,"cid is 7393,compound_name is 4-tert-Butylphenol,cid_paras is 7393,Molecular_Weight is 150.22,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 150.104465066,Monoisotopic_Mass is 150.104465066,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 115,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Crystalsorpracticallywhiteflakes.Hasadisinfectant-likeodor.Mayfloatorsinkinwater.Insolubleinwater.(NTP,1992)"",""Markup"":[{""Start"":89,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Color/Form is Needlesfromwater,Odor is Distinctiveodor,Boiling_Point is 463.1°Fat760mmHg(NTP,1992),Melting_Point is 214°F(NTP,1992),Flash_Point is 235°F(NTP,1992),Solubility is Insoluble(NTP,1992),Density is 0.908at176°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"N,N-dimethylbenzamide",CN(C)C(=O)c1ccccc1,-9.29,-8.113,"cid is 8052,compound_name is Isopentyl formate,cid_paras is 8052,Molecular_Weight is 116.16,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 4,Exact_Mass is 116.083729621,Monoisotopic_Mass is 116.083729621,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 59.5,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Boiling_Point is 123.00to124.00°C.@760.00mmHg,Melting_Point is -93.5°C,Solubility is 3.5mg/mLat25°C,Density is 0.881-0.889"
N-ethylethanamine,CCNCC,-4.07,-2.986,"cid is 8174,compound_name is 1-Decanol,cid_paras is 8174,Molecular_Weight is 158.28,XLogP3 is 4.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 8,Exact_Mass is 158.167065321,Monoisotopic_Mass is 158.167065321,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 61.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Decylalcoholappearsasaclearcolorlessliquidwithasweetfat-likeodor.Flashpoint180°F.Lessdensethanwaterandinsolubleinwater.Vaporsareheavierthanair."",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Decyl%20alcohol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8174"",Color/Form is Colorlesstowater-whiteliquid"",""Markup"":[{""Start"":13,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Odor is Sweetodor,Boiling_Point is 446°Fat760mmHg(USCG,1999),Melting_Point is 44°F(USCG,1999),Flash_Point is 180°F(USCG,1999),Solubility is Inwater,37mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 0.84at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
4-tert-butylphenol,CC(C)(C)c1ccc(cc1)O,-5.91,-5.543,"cid is 7749,compound_name is Ethyl propionate,cid_paras is 7749,Molecular_Weight is 102.13,XLogP3 is 1.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 102.068079557,Monoisotopic_Mass is 102.068079557,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 59.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethylpropionateappearsasaclearcolorlessliquidwithapineapple-likeodor.Flashpoint54°F.Lessdensethanwaterandinsolubleinwater.Vaporsareheavierthanair."",""Markup"":[{""Start"":0,""Length"":16,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethyl%20propionate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7749"",Color/Form is Colorlessliquid,Odor is REMINISCENTOFRUM&PINEAPPLE,Boiling_Point is 210°Fat760mmHg(USCG,1999),Melting_Point is -99°F(USCG,1999),Flash_Point is 54°F(USCG,1999),Solubility is SOLUBLEINMOSTORGANICSOLVENTS,Density is 0.891(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":37,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
isopentyl formate,CC(C)CCOC=O,-2.13,-3.414,"cid is 8141,compound_name is Nonane,cid_paras is 8141,Molecular_Weight is 128.25,XLogP3 is 4.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 6,Exact_Mass is 128.156500638,Monoisotopic_Mass is 128.156500638,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 33.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N-nonaneappearsasaclearcolorlessliquidwithasharpodor.Flashpoint86°F.Insolubleinwaterandlessdensethanwater.Contactmayirritateeyesandpossiblyinjurythecornea.Mayirritateskin.Vaporinhalationmaycauseirritation.Prolongedinhalationmayleadtobreathingdifficulty.Ingestioncausesabdominaldiscomfort,nauseaanddiarrhea."",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/N-nonane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8141"",Color/Form is Colorlessliquid,Odor is Gasoline-likeodor,Boiling_Point is 303.4°Fat760mmHg(NTP,1992),Melting_Point is -60°F(NTP,1992),Flash_Point is 88°F(NTP,1992),Solubility is lessthan1mg/mLat70°F(NTP,1992),Density is 0.718at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
decan-1-ol,CCCCCCCCCCO,-3.64,-2.446,"cid is 6582,compound_name is N-Methylacetamide,cid_paras is 6582,Molecular_Weight is 73.09,XLogP3 is -1.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 73.052763847,Monoisotopic_Mass is 73.052763847,Topological_Polar_Surface_Area is 29.1,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 42.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid;mp=28degC;[HSDB]Whitecrystallinesolid;mp=26-28degC;[AlfaAesarMSDS],Color/Form is NEEDLES,Boiling_Point is 205°C,Melting_Point is 28°C,Flash_Point is 108°C,Solubility is SOLINCHLOROFORM,Density is 0.9371@25°C/4°C"
ethyl propanoate,CCC(=O)OCC,-2.68,-3.221,"cid is 31285,compound_name is 1-Nonene,cid_paras is 31285,Molecular_Weight is 126.24,XLogP3 is 5.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 6,Exact_Mass is 126.140850574,Monoisotopic_Mass is 126.140850574,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 55.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1-noneneisacolorlessliquidwithanodorofgasoline.Floatsonwater.Flammable,irritatingvaporisproduced."",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1-nonene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-31285"",Color/Form is Colorlessliquid,Odor is Strong,grassy,onion,rancid,Boiling_Point is 297°Fat760mmHg(USCG,1999),Melting_Point is -115°F(USCG,1999),Flash_Point is 78°F(USCG,1999),Solubility is Insolinwater,solubleinalcohol"",""Markup"":[{""Start"":9,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 0.733at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
nonane,CCCCCCCCC,3.13,3.221,"cid is 8663,compound_name is 2-Naphthol,cid_paras is 8663,Molecular_Weight is 144.17,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 144.057514874,Monoisotopic_Mass is 144.057514874,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 133,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is DryPowder,Color/Form is White,lustrious,bulkyleafletsorwhitepowder.Darkenswithage,Odor is Faintphenol-likeodor,Boiling_Point is 285°C,Melting_Point is 121.6°C,Flash_Point is 152.7°C,Solubility is Inwater,7.55X10+2mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 1.28g/cucmat20°C"
